key,message,Final Category
2624,i have placed the request for myntra coupon but as of now not delivered. could you check the status,voucher
2625,why am i not getting check in alerts now days,checkin
2626,not getting check in alerts now days,checkin
2627,why am i not getting check in alerts now days,checkin
2628,hi,greeting
2629,hi I redeemed 300 rs for bookmyshow coupon but I did not get any mails regarding that,voucher
2630,hi,greeting
2631,i am not getting gift voucher....,voucher
2632,Hi I have sent my request all most a Month ago but still I haven't received gift voucher,voucher
2633,hello,greeting
2634,hi,greeting
2635,hi,greeting
2636,i have requested to redeem my points for 100 worth flip kart vocher but i didn't yet received my gift card,voucher
2637,hello,greeting
2638,it is not detecting the restaurants,checkin
2639,when is my micro sd card coming redeemed it a while back,voucher
2640,my snap bill was rejected,snapbill
2641,hello,greeting
2642,hello my snap bill submitted on 20th feb was rejected.. though it was a valid one,snapbill
2643,hi,greeting
2644,hi,greeting
2645,hello,greeting
2646,hello,greeting
2647,hi,greeting
2648,hii,greeting
2649,Where is the Amazon coupon which I have requested on 19th feb,voucher
2650,"0 i, have bounty cupen by it con't redeem, it showes experid but i,am not use before this copun",voucher not working
2651,I haven't received my gift card,voucher
2652,we are not getting points once we are at the location,checkin
2653,we are not able to get the most points,checkin
2654,hi,greeting
2655,hello sir I have sent a redeem recharge request ..it has been 28 days ..still I didn't receive the voucher,voucher
2656,I have sent a redeem recharge sorrel request on 12 th feb ...till now I didn't get the voucher what's the issue with u people fyn can u pls process it at least now,voucher
2657,I didn't get referral money,referral points
2658,hi,greeting
2659,hai i had redeemed 100 points for freecharge voucher but i haven't got it yet hello,voucher
2660,hi i unistall the app and installed app due to new version i lost all points and unable verify mobile can anyone help on this,other
2661,please help me to recover points and verify mobile number,other
2662,i have raised request on 28th feb till now i didn't receive gift voucher,voucher
2663,no areas showing in MA place,checkin
2664,not showing the present resident place in this new updated version,checkin
2665,"sir/madam,i have requested for a voucher a month back https://dashboard.appsmonk.com/resources/issue_image_upload/MTQ1Nzg3Mzk1ODQyMTExMDUy.png",voucher
2666,"hai bounty group, I'm waiting since last month hai bounty group, I'm waiting since last month i need to receive voucher from u people",voucher
2667,hello I'm waiting for long time my voucher is not yet received,voucher
2668,hi,greeting
2669,Hello,greeting
2670,i have requested 100rs to recharge wen ll u send me the voucher,voucher
2671,hey i ve redeemed two vouchers 4-5 days ago but stil i didnt get ok,voucher
2672,i didnt recieve my dominors coupon of 250rs reply hi,voucher
2673,hi,greeting
2674,i requested for a fk voucher on 11th feb and still i haven't received it,voucher
2675,earlier i hav recharge fr 100 rs fr this #9066255578 but i did not got recharge voucher & it was on 11th feb still no proper response from your team so get me my offer,voucher
2676,reward points redeemed no vouchet received,voucher
2677,hi,greeting
2678,please reply to me i didn't get my parcel i have ordered a mguru 3.5 mm head phones,voucher
2679,hi,greeting
2680,rewards are not coming,checkin
2681,hi,greeting
2682,what happened to my request,voucher
2683,hi,greeting
2684,any chances u guys will provide voucher pending since 1 month,voucher
2685,i had requested recharge coupon back a month but i dint get it ...so plz send it soon,voucher
2686,Hello,greeting
2687,I'm getting only 2 points for checkin,points
2688,where is get promo code option where is get promo code option hey today is monday,voucher
2689,how to scan the code,other
2690,why my PLAY50 promo code i,referral points
2691,hi,greeting
2692,hi,greeting
2693,hi,greeting
2694,when will I get gift vouchers,voucher
2695,i have redeemed my points to get an mguru ear phones on 4th march but till now i didnt got the voucher can you please check and let me know the status,voucher
2696,hi,greeting
2697,hi,greeting
2698,"hi i have redeemed my point so long ago, yet nothing as of now",voucher
2699,hi,greeting
2700,"i have requested for a gift card in flipkart on 7th february 2016, but i did'nt got the gift card yet. kkndly respond to me and inform me the status of gift card",voucher
2701,hi,greeting
2702,y r u not sending me flipkart coupon code,voucher
2703,hello,greeting
2704,hi,greeting
2705,"hello i put a reedem request on feb 10,,,still now i didn't get any voucher code Ok",voucher
2706,hi i have reedem 500 for levis when i vl get the voucher,voucher
2707,hi,greeting
2708,Hello,greeting
2709,hello,greeting
2710,I have made a request for redemption just wanted to know the status,voucher
2711,ok it's worth of 1000 shall I wait for your update here,voucher
2712,hi,greeting
2713,hi iam not getting bounty points iam from Hyderabad ok,checkin
2714,Hi Team I have placed a redemption request on 10th February dor 100 freecharge voucher I have not yet received the voucher,voucher
2715,hello,greeting
2716,i am not getting any bouty points send my Free recharge promo code otherwise uninstall my app,checkin
2717,i am at the outlet but its not working app i mena,checkin
2718,hi anyone there i was at the outlet on sunday but couldn't use the app,checkin
2719,i didn't received my coupons yet...its been more than a month i have made my red request,voucher
2720,Hello,greeting
2721,still now I didn't get coupon code for amazon I was redeem on 16th feb,voucher
2722,everytym i check in im getting only 2 points :/,points
2723,im in one of ur partner place but in getting only 2 points for checkin im*,points
2724,Hi,greeting
2725,hi i am only getting 2 point on every check in,points
2726,still i didn't receive gift voucher 10 feb and 16 feb i have redeemed recharge voucher but still didn't receive even single,voucher
2727,not getting points,checkin
2728,hi. i requested 100/- for recharge code in feb month still i dint get code,voucher
2729,hi,greeting
2730,my invite points OKi fine bounty I love you,referral points
2731,Hi,greeting
2732,Hi Hi I applied for an amazon coupon once again,voucher
2733,i have 3 coupons pending for over a month what the hell is happening,voucher
2734,Hi https://dashboard.appsmonk.com/resources/issue_image_upload/MTQ1Nzg4OTE4Njg0OTExMTg0.png im unable to upload this bill snap,snapbill
2735,Hi,greeting
2736,hi,greeting
2737,hi,greeting
2738,Hi I did not get bounty redemption voucher for Rs.100 of Freecharge,voucher
2739,my bookmyshow coupon not working hmm thank you,voucher not working
2740,hey hi it's been a month since send a redeem request. it wasn't processed till now. could u please make it fast,voucher
2741,Hi...I hav sent a redeem request on feb 13 and still it hasnt been processed..,voucher
2742,i had redeemed amazon voucher on january 31st almost 45 days back still i have not got voucher please provide me voucher now,voucher
2743,how much time yu need? i have given yu 45days,voucher
2744,still i have not got voucher yu told yu will send it today its alredy too delay,voucher
2745,hello how much time i have to ask yu i have redeemed amazon voucher 45days ago its on jan 31st still i have not got the voucher ..even i have sent so many mails regarding this still i have not got it,voucher
2746,hi,greeting
2747,hi,greeting
2748,Hello,greeting
2749,hi when I will receive my coupon plzz let me know,voucher
2750,where i can attach my bills can i know,snapbill
2751,"on 13th feb only i made a request for flipkart voucher. this week i got msg that i cn expect it by this week,but this week also i did not get? what the hell is wrong?",voucher
2752,hi please send me my vouchers,voucher
2753,please send my voucher,voucher
2754,hi hi app not checkin,checkin
2755,my coupon flipkart still not received hh,voucher
2756,hi,greeting
2757,hi,greeting
2758,i didn't get my redeemeble vouchers today Monday i had redeemed my 300 points,voucher
2759,i had redeemed 100 points for recharge on last month 14th still now I didn't get the recharge gift,voucher
2760,hi i have some query today monday,checkin
2761,hi i have not got the voucher i had redeemed it's been 40 days now,voucher
2762,https://dashboard.appsmonk.com/resources/issue_image_upload/MTQ1NzkyMTY1OTQ0MTExMjU2.png on 19-10-2015 I kept a redeem request for SanDisk class 4 memory card but up to now I did received it,voucher
2763,hi,greeting
2764,hi,greeting
2765,"hi, redeemed amazon voucher thrice but havent got any of them ??? is this working even?",voucher
2766,i didnt get my flipkart reward and i lost my 100 points,voucher
2767,requested for a FreeCharge coupon on Feb 11 it's been more than a month! today is Monday!,voucher
2768,hi I requested for voucher 15 days back but didn't receive it till now.,voucher
2769,hi I requested for voucher 15 days back but didn't receive it till now.,voucher
2770,hello,greeting
2771,now a days checking points are not getting every day today is monday,checkin
2772,i redeemed rs100 just few minutes ago but i didn't receive any notification saying u have recurved the request kindly please look into it as the points are cut,voucher
2773,Hi,greeting
2774,I have not yet received my voucher for amazon,voucher
2775,Hello,greeting
2776,it's been three months that I don't get any pop ups or points,checkin
2777,hi... i have given freecharge request for 100 rs before 1 month. still i dont receive gift card,voucher
2778,hi,greeting
2779,hi,greeting
2780,hi,greeting
2781,hi.. hi.. i am not getting points on it..,checkin
2782,no... i m not getting notification at all.,checkin
2783,"hi.. I have tried to redeem point towards Myntra wroth of Rs.500 on 5th of March, however,  I have still not received the coupon. today is Monday",voucher
2784,"what does soon means? now, today, tomorrow, day after, a month later.....?? give me an approximate time so that I can keep a track of it..",voucher
2785,i haven't received the 100 recharge coupon which was kept 15 days back. send the coupon as soon as possible .,voucher
